gene_id	gene_name	gene_len	total_pct_count	anchor_sum	anchor_mean	anchor_nonzero_bins	max_ratio	used	skip_reason
ENSG00000169245.6	CXCL10	1175	154	39	3.9000	9	0.0000	false	low anchor sum (39)
ENSG00000185053.14	SGCZ	7345	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000178531.6	CTXN1	1237	200	88	8.8000	9	0.0000	false	low anchor sum (88)
ENSG00000138316.11	ADAMTS14	5557	1484	87	8.7000	10	0.0000	false	low anchor sum (87)
ENSG00000178257.4	PRM3	431	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000213853.10	EMP2	5097	5	0	0.0000	0	0.0000	false	low total support (5)
ENSG00000178078.12	STAP2	837	81	60	6.0000	10	0.0000	false	low total support (81)
ENSG00000145936.9	KCNMB1	4742	193	6	0.6000	3	0.0000	false	low anchor sum (6)
ENSG00000289763.1	ENSG00000289763	198	1053	1053	105.3000	4	0.0000	false	too short (198)
ENSG00000283706.2	PRSS50	1332	21	6	0.6000	3	0.0000	false	low total support (21)
ENSG00000180532.12	ZSCAN4	2246	32	11	1.1000	4	0.0000	false	low total support (32)
ENSG00000162946.24	DISC1	2658	1846	42	4.2000	10	0.0000	false	low anchor sum (42)
ENSG00000181009.5	OR52N5	2778	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000166106.4	ADAMTS15	6006	6	0	0.0000	0	0.0000	false	low total support (6)
ENSG00000197272.2	IL27	1044	6	5	0.5000	3	0.0000	false	low total support (6)
ENSG00000122543.11	OCM	696	97	82	8.2000	10	0.0000	false	low total support (97)
ENSG00000100557.10	CCDC198	1030	4	0	0.0000	0	0.0000	false	low total support (4)
ENSG00000164220.7	F2RL2	3398	313	59	5.9000	10	0.0000	false	low anchor sum (59)
ENSG00000206034.2	DEFB109B	533	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000175065.12	DSG4	4572	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000002726.21	AOC1	2609	21	5	0.5000	3	0.0000	false	low total support (21)
ENSG00000145002.13	FAM86B2	2518	63	32	3.2000	8	0.0000	false	low total support (63)
ENSG00000101343.15	CRNKL1	4370	7970	54	5.4000	10	0.0000	false	low anchor sum (54)
ENSG00000169258.7	GPRIN1	4234	46	9	0.9000	2	0.0000	false	low total support (46)
ENSG00000168925.12	CTRB1	870	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000118432.13	CNR1	5542	44	10	1.0000	4	0.0000	false	low total support (44)
ENSG00000146216.14	TTBK1	7130	1	0	0.0000	0	0.0000	false	low total support (1)
ENSG00000128829.12	EIF2AK4	3548	9703	47	4.7000	10	0.0000	false	low anchor sum (47)
ENSG00000177453.7	NIM1K	2929	81	16	1.6000	6	0.0000	false	low total support (81)
ENSG00000157470.12	FAM81A	573	2	2	0.2000	2	0.0000	false	low total support (2)
ENSG00000188582.10	PAQR9	1824	99	0	0.0000	0	0.0000	false	low total support (99)
ENSG00000142149.9	HUNK	860	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000267795.6	SMIM22	629	21	21	2.1000	8	0.0000	false	low total support (21)
ENSG00000115155.19	OTOF	5108	49	15	1.5000	4	0.0000	false	low total support (49)
ENSG00000148482.12	SLC39A12	2722	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000087510.7	TFAP2C	2862	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000273274.2	ZBTB8B	12831	6	0	0.0000	0	0.0000	false	low total support (6)
ENSG00000277865.6	GOLGA6L22	4401	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000025423.11	HSD17B6	1525	489	69	6.9000	10	0.0000	false	low anchor sum (69)
ENSG00000123836.15	PFKFB2	3494	1040	31	3.1000	7	0.0000	false	low anchor sum (31)
ENSG00000178033.6	CALHM5	9787	15	0	0.0000	0	0.0000	false	low total support (15)
ENSG00000171243.8	SOSTDC1	2411	46	9	0.9000	4	0.0000	false	low total support (46)
ENSG00000142910.16	TINAGL1	2140	414	76	7.6000	9	0.0000	false	low anchor sum (76)
ENSG00000186513.4	OR9Q2	3774	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000004799.8	PDK4	3601	6	0	0.0000	0	0.0000	false	low total support (6)
ENSG00000167332.9	OR51E2	2626	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000115461.5	IGFBP5	6239	5	0	0.0000	0	0.0000	false	low total support (5)
ENSG00000174914.3	OR9G1	3611	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000144015.5	TRIM43	1699	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000204694.13	OR11A1	2482	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000222014.6	RAB6C	3073	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000184933.6	OR6A2	4295	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000133878.9	DUSP26	1373	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000129250.12	KIF1C	7917	2331	34	3.4000	8	0.0000	false	low anchor sum (34)
ENSG00000205279.9	CTXN3	1458	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000123983.15	ACSL3	5468	7876	99	9.9000	7	0.0000	false	low anchor sum (99)
ENSG00000139044.12	B4GALNT3	5493	95	4	0.4000	3	0.0000	false	low total support (95)
ENSG00000146276.13	GABRR1	2742	10	0	0.0000	0	0.0000	false	low total support (10)
ENSG00000254087.8	LYN	5808	28331	27	2.7000	10	0.0000	false	low anchor sum (27)
ENSG00000259207.10	ITGB3	2825	1662	40	4.0000	8	0.0000	false	low anchor sum (40)
ENSG00000163395.17	IGFN1	11811	6	0	0.0000	0	0.0000	false	low total support (6)
ENSG00000139364.11	TMEM132B	10906	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000168509.20	HJV	1381	25	0	0.0000	0	0.0000	false	low total support (25)
ENSG00000106511.6	MEOX2	2371	8	0	0.0000	0	0.0000	false	low total support (8)
ENSG00000221989.3	OR2A2	957	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000164035.10	EMCN	1377	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000130528.12	HRC	2044	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000204548.4	DEFB121	362	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000196071.6	OR2L13	1948	247	30	3.0000	7	0.0000	false	low anchor sum (30)
ENSG00000184347.16	SLIT3	9716	6	0	0.0000	0	0.0000	false	low total support (6)
ENSG00000144868.14	TMEM108	874	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000182327.8	GLTPD2	1217	124	31	3.1000	7	0.0000	false	low anchor sum (31)
ENSG00000162493.17	PDPN	1305	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000183921.8	SDR42E2	2722	84	16	1.6000	6	0.0000	false	low total support (84)
ENSG00000151846.9	PABPC3	3119	206	0	0.0000	0	0.0000	false	low anchor sum (0)
ENSG00000284484.1	CPHXL2	1240	6	0	0.0000	0	0.0000	false	low total support (6)
ENSG00000174667.4	OR7D4	4965	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000250120.8	PCDHA10	5409	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000215186.7	GOLGA6B	5380	292	58	5.8000	7	0.0000	false	low anchor sum (58)
ENSG00000175198.17	PCCA	1533	808	12	1.2000	6	0.0000	false	low anchor sum (12)
ENSG00000215475.5	SIAH3	7075	6	0	0.0000	0	0.0000	false	low total support (6)
ENSG00000110887.8	DAO	1345	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000125798.15	FOXA2	2538	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000110079.19	MS4A4A	1771	6	0	0.0000	0	0.0000	false	low total support (6)
ENSG00000185880.14	TRIM69	1222	135	46	4.6000	8	0.0000	false	low anchor sum (46)
ENSG00000133107.15	TRPC4	2912	31	3	0.3000	2	0.0000	false	low total support (31)
ENSG00000276747.1	PADI6	2396	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000144278.15	GALNT13	668	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000186197.15	EDARADD	3088	91	10	1.0000	4	0.0000	false	low total support (91)
ENSG00000162761.14	LMX1A	3350	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000123243.15	ITIH5	3132	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000229833.11	PET100	332	7871	7871	787.1000	7	0.0000	false	too short (332)
ENSG00000160951.4	PTGER1	1413	95	41	4.1000	9	0.0000	false	low total support (95)
ENSG00000152684.11	PELO	4371	4076	5	0.5000	3	0.0000	false	low anchor sum (5)
ENSG00000138792.10	ENPEP	6861	6	0	0.0000	0	0.0000	false	low total support (6)
ENSG00000205143.5	ARID3C	2102	63	17	1.7000	7	0.0000	false	low total support (63)
ENSG00000223572.10	CKMT1A	1073	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000129195.16	PIMREG	1002	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000164109.14	MAD2L1	5227	7197	47	4.7000	6	0.0000	false	low anchor sum (47)
ENSG00000126233.2	SLURP1	527	4	4	0.4000	2	0.0000	false	low total support (4)
ENSG00000105889.16	STEAP1B	1193	6	0	0.0000	0	0.0000	false	low total support (6)
ENSG00000080986.13	NDC80	1075	943	64	6.4000	8	0.0000	false	low anchor sum (64)
ENSG00000015520.15	NPC1L1	4982	28	0	0.0000	0	0.0000	false	low total support (28)
ENSG00000150471.17	ADGRL3	4962	471	81	8.1000	10	0.0000	false	low anchor sum (81)
ENSG00000165023.7	DIRAS2	576	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000180708.6	OR10K2	3023	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000171714.13	ANO5	6713	6	0	0.0000	0	0.0000	false	low total support (6)
ENSG00000124812.15	CRISP1	1793	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000255251.2	PRR23D1	1588	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000140274.14	DUOXA2	1755	1	0	0.0000	0	0.0000	false	low total support (1)
ENSG00000181090.21	EHMT1	1182	1845	92	9.2000	10	0.0000	false	low anchor sum (92)
ENSG00000178358.5	OR2D3	993	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000171033.13	PKIA	1736	165	54	5.4000	9	0.0000	false	low anchor sum (54)
ENSG00000145757.16	SPATA9	1210	150	78	7.8000	10	0.0000	false	low anchor sum (78)
ENSG00000136010.14	ALDH1L2	7428	516	52	5.2000	8	0.0000	false	low anchor sum (52)
ENSG00000197919.6	IFNA1	878	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000162396.6	PARS2	2356	195	48	4.8000	10	0.0000	false	low anchor sum (48)
ENSG00000284373.1	TAF11L2	597	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000187391.23	MAGI2	3174	5	0	0.0000	0	0.0000	false	low total support (5)
ENSG00000274808.6	TBC1D3B	2120	26	0	0.0000	0	0.0000	false	low total support (26)
ENSG00000149380.12	P4HA3	2255	40	30	3.0000	8	0.0000	false	low total support (40)
ENSG00000196109.9	ZNF676	2946	5	0	0.0000	0	0.0000	false	low total support (5)
ENSG00000258436.2	RNASE12	807	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000273756.5	GOLGA6L26	3731	5	0	0.0000	0	0.0000	false	low total support (5)
ENSG00000188124.4	OR2AG2	4224	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000250782.1	TAF11L14	594	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000131730.16	CKMT2	1476	68	25	2.5000	6	0.0000	false	low total support (68)
ENSG00000259060.7	ENSG00000259060	578	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000129991.14	TNNI3	801	40	15	1.5000	8	0.0000	false	low total support (40)
ENSG00000103316.12	CRYM	1244	48	20	2.0000	8	0.0000	false	low total support (48)
ENSG00000244362.3	KRTAP19-7	440	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000288867.1	PPIAL4C	760	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000139116.19	KIF21A	4866	112	5	0.5000	3	0.0000	false	low anchor sum (5)
ENSG00000289715.1	ENSG00000289715	144	1	1	0.1000	1	0.0000	false	low total support (1)
ENSG00000127863.16	TNFRSF19	4277	277	22	2.2000	7	0.0000	false	low anchor sum (22)
ENSG00000075275.18	CELSR1	3610	441	69	6.9000	9	0.0000	false	low anchor sum (69)
ENSG00000172519.10	OR10H5	6376	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000186562.8	DEFB105A	1283	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000187918.6	OR51I2	3302	46	0	0.0000	0	0.0000	false	low total support (46)
ENSG00000106688.12	SLC1A1	3698	3	0	0.0000	0	0.0000	false	low total support (3)
ENSG00000165309.14	ARMC3	2779	6	0	0.0000	0	0.0000	false	low total support (6)
ENSG00000178287.18	SPAG11A	551	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000181722.18	ZBTB20	3519	1252	20	2.0000	8	0.0000	false	low anchor sum (20)
ENSG00000275385.2	CCL18	1332	13	0	0.0000	0	0.0000	false	low total support (13)
ENSG00000179826.8	MRGPRX3	1639	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000167100.15	SAMD14	2874	545	89	8.9000	10	0.0000	false	low anchor sum (89)
ENSG00000135111.16	TBX3	4733	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000143450.19	OAZ3	745	2630	50	5.0000	9	0.0000	false	low anchor sum (50)
ENSG00000173404.5	INSM1	2846	28	0	0.0000	0	0.0000	false	low total support (28)
ENSG00000244094.2	SPRR2F	675	5	5	0.5000	3	0.0000	false	low total support (5)
ENSG00000256713.8	PGA5	971	6	0	0.0000	0	0.0000	false	low total support (6)
ENSG00000146250.7	PRSS35	2444	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000214336.5	FOXI3	2841	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000089558.9	KCNH4	3788	212	9	0.9000	4	0.0000	false	low anchor sum (9)
ENSG00000164440.15	TXLNB	4612	514	77	7.7000	7	0.0000	false	low anchor sum (77)
ENSG00000103154.10	NECAB2	1996	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000100604.13	CHGA	1985	1	0	0.0000	0	0.0000	false	low total support (1)
ENSG00000111215.12	PRR4	388	481	481	48.1000	8	0.0000	false	too short (388)
ENSG00000170667.16	RASA4B	2794	618	26	2.6000	9	0.0000	false	low anchor sum (26)
ENSG00000161920.11	MED11	802	364	56	5.6000	10	0.0000	false	low anchor sum (56)
ENSG00000165476.14	REEP3	5172	4624	0	0.0000	0	0.0000	false	low anchor sum (0)
ENSG00000133937.5	GSC	1140	10	10	1.0000	7	0.0000	false	low total support (10)
ENSG00000128609.16	NDUFA5	5118	13828	11	1.1000	4	0.0000	false	low anchor sum (11)
ENSG00000103599.20	IQCH	1822	148	20	2.0000	6	0.0000	false	low anchor sum (20)
ENSG00000126251.7	GPR42	1665	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000164303.11	ENPP6	3848	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000153832.12	FBXO36	2813	942	62	6.2000	8	0.0000	false	low anchor sum (62)
ENSG00000143631.11	FLG	12793	543	0	0.0000	0	0.0000	false	low anchor sum (0)
ENSG00000186766.8	FOXI2	3264	3	0	0.0000	0	0.0000	false	low total support (3)
ENSG00000232263.1	KRTAP25-1	370	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000185479.6	KRT6B	2302	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000136895.19	GARNL3	905	165	98	9.8000	7	0.0000	false	low anchor sum (98)
ENSG00000159708.18	LRRC36	1765	42	18	1.8000	7	0.0000	false	low total support (42)
ENSG00000170231.16	FABP6	756	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000065361.17	ERBB3	3289	18	6	0.6000	4	0.0000	false	low total support (18)
ENSG00000243489.4	KRTAP10-11	1237	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000080166.16	DCT	5074	84	0	0.0000	0	0.0000	false	low total support (84)
ENSG00000143375.15	CGN	589	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000235272.3	RAMACL	3670	92	12	1.2000	7	0.0000	false	low total support (92)
ENSG00000137872.17	SEMA6D	4419	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000063438.20	AHRR	2318	9	0	0.0000	0	0.0000	false	low total support (9)
ENSG00000176029.14	C11orf16	1866	12	0	0.0000	0	0.0000	false	low total support (12)
ENSG00000268223.7	ARL14EPL	1914	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000175356.14	SCUBE2	2912	16	2	0.2000	1	0.0000	false	low total support (16)
ENSG00000100867.15	DHRS2	1287	18	0	0.0000	0	0.0000	false	low total support (18)
ENSG00000073803.14	MAP3K13	1681	91	17	1.7000	5	0.0000	false	low total support (91)
ENSG00000182580.3	EPHB3	4234	10	6	0.6000	3	0.0000	false	low total support (10)
ENSG00000173511.10	VEGFB	1704	5566	18	1.8000	4	0.0000	false	low anchor sum (18)
ENSG00000261130.5	ENSG00000261130	498	82	82	8.2000	10	0.0000	false	low total support (82)
ENSG00000284465.1	TAF11L7	597	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000198855.7	FICD	1816	218	77	7.7000	10	0.0000	false	low anchor sum (77)
ENSG00000179902.13	CFAP276	655	5	5	0.5000	3	0.0000	false	low total support (5)
ENSG00000165832.6	TRUB1	3406	2411	84	8.4000	8	0.0000	false	low anchor sum (84)
ENSG00000043355.12	ZIC2	2963	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000128709.13	HOXD9	1871	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000283434.2	CSNKA2IP	2695	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000177910.9	SPATA31C2	3761	202	17	1.7000	5	0.0000	false	low anchor sum (17)
ENSG00000057149.16	SERPINB3	1707	5	0	0.0000	0	0.0000	false	low total support (5)
ENSG00000137601.18	NEK1	5614	6336	4	0.4000	3	0.0000	false	low anchor sum (4)
ENSG00000179580.10	RNF151	788	10	7	0.7000	3	0.0000	false	low total support (10)
ENSG00000186103.5	ARGFX	5047	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000175544.14	CABP4	3991	177	22	2.2000	9	0.0000	false	low anchor sum (22)
ENSG00000176641.11	RNF152	8745	800	36	3.6000	5	0.0000	false	low anchor sum (36)
ENSG00000164900.5	GBX1	1818	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000148204.12	CRB2	5613	118	40	4.0000	10	0.0000	false	low anchor sum (40)
ENSG00000124568.12	SLC17A1	1704	126	66	6.6000	10	0.0000	false	low anchor sum (66)
ENSG00000183844.17	FAM3B	1125	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000006128.12	TAC1	1011	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000111275.13	ALDH2	9561	13798	86	8.6000	10	0.0000	false	low anchor sum (86)
ENSG00000159231.6	CBR3	998	80	74	7.4000	10	0.0000	false	low total support (80)
ENSG00000164296.7	TIGD6	3493	707	42	4.2000	9	0.0000	false	low anchor sum (42)
ENSG00000275221.2	H2AC15	496	301	301	30.1000	10	0.0000	false	too short (496)
ENSG00000139211.7	AMIGO2	3224	190	12	1.2000	5	0.0000	false	low anchor sum (12)
ENSG00000184108.8	TRIML1	1896	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000146122.17	DAAM2	6185	28	0	0.0000	0	0.0000	false	low total support (28)
ENSG00000036672.16	USP2	1704	9	9	0.9000	5	0.0000	false	low total support (9)
ENSG00000223601.3	EBLN1	1777	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000205517.13	RGL3	2278	10	2	0.2000	2	0.0000	false	low total support (10)
ENSG00000129910.8	CDH15	2866	14	0	0.0000	0	0.0000	false	low total support (14)
ENSG00000254535.4	PABPC4L	4985	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000182329.14	KIAA2012	4130	20	5	0.5000	3	0.0000	false	low total support (20)
ENSG00000285253.1	ENSG00000285253	5049	8985	91	9.1000	9	0.0000	false	low anchor sum (91)
ENSG00000275395.7	FCGBP	12787	451	31	3.1000	7	0.0000	false	low anchor sum (31)
ENSG00000163507.15	CIP2A	3877	4888	44	4.4000	6	0.0000	false	low anchor sum (44)
ENSG00000271824.2	SMIM32	1695	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000186510.12	CLCNKA	2491	69	16	1.6000	7	0.0000	false	low total support (69)
ENSG00000104760.17	FGL1	1367	107	51	5.1000	10	0.0000	false	low anchor sum (51)
ENSG00000137745.13	MMP13	2714	30	0	0.0000	0	0.0000	false	low total support (30)
ENSG00000128683.14	GAD1	639	43	43	4.3000	7	0.0000	false	low total support (43)
ENSG00000203740.4	NTMT2	2110	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000284684.1	ENSG00000284684	138	3	3	0.3000	1	0.0000	false	low total support (3)
ENSG00000184698.5	OR51M1	4092	65	7	0.7000	4	0.0000	false	low total support (65)
ENSG00000165953.10	SERPINA12	1497	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000156968.9	MPV17L	5894	2554	58	5.8000	10	0.0000	false	low anchor sum (58)
ENSG00000228856.3	USP17L30	1593	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000203727.4	SAMD5	6326	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000105675.9	ATP4A	3721	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000283324.1	CTXND2	1229	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000198822.11	GRM3	770	14	14	1.4000	5	0.0000	false	low total support (14)
ENSG00000242419.6	PCDHGC4	2793	24	6	0.6000	3	0.0000	false	low total support (24)
ENSG00000249715.13	FER1L5	6477	50	7	0.7000	4	0.0000	false	low total support (50)
ENSG00000100249.5	C22orf31	982	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000176907.5	TCIM	1829	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000182771.19	GRID1	6154	22	0	0.0000	0	0.0000	false	low total support (22)
ENSG00000166363.6	OR10A5	954	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000275152.5	CCL16	1507	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000123612.16	ACVR1C	1786	18	10	1.0000	6	0.0000	false	low total support (18)
ENSG00000236609.4	ZNF853	3864	438	37	3.7000	7	0.0000	false	low anchor sum (37)
ENSG00000131126.19	TEX101	1446	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000215217.7	CFAP90	2028	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000285720.1	FAM90A17	1395	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000169758.13	TMEM266	2372	185	60	6.0000	9	0.0000	false	low anchor sum (60)
ENSG00000154478.4	GPR26	10306	8	8	0.8000	2	0.0000	false	low total support (8)
ENSG00000136881.12	BAAT	1659	9	4	0.4000	2	0.0000	false	low total support (9)
ENSG00000008952.17	SEC62	6526	28086	79	7.9000	8	0.0000	false	low anchor sum (79)
ENSG00000203942.5	C10orf62	1214	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000172073.4	SPMIP9	798	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000206203.5	TSSK2	1315	71	13	1.3000	8	0.0000	false	low total support (71)
ENSG00000187806.9	TMEM202	795	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000145087.14	STXBP5L	3396	5	1	0.1000	1	0.0000	false	low total support (5)
ENSG00000186572.2	DEFB107A	389	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000090534.20	THPO	1912	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000167634.12	NLRP7	3250	18	0	0.0000	0	0.0000	false	low total support (18)
ENSG00000148219.18	ASTN2	3812	69	14	1.4000	7	0.0000	false	low total support (69)
ENSG00000183527.12	PSMG1	1754	8599	82	8.2000	10	0.0000	false	low anchor sum (82)
ENSG00000124664.11	SPDEF	1910	12	0	0.0000	0	0.0000	false	low total support (12)
ENSG00000233608.5	TWIST2	1176	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000183770.7	FOXL2	2914	1	0	0.0000	0	0.0000	false	low total support (1)
ENSG00000114805.18	PLCH1	6168	381	44	4.4000	7	0.0000	false	low anchor sum (44)
ENSG00000147853.17	AK3	4029	21584	68	6.8000	10	0.0000	false	low anchor sum (68)
ENSG00000157927.17	RADIL	5736	86	42	4.2000	8	0.0000	false	low total support (86)
ENSG00000106302.10	HYAL4	1616	10	0	0.0000	0	0.0000	false	low total support (10)
ENSG00000129514.8	FOXA1	3509	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000148704.13	VAX1	4494	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000175294.6	CATSPER1	2581	104	37	3.7000	4	0.0000	false	low anchor sum (37)
ENSG00000184564.11	SLITRK6	4249	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000279051.5	OR6Q1	954	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000253457.4	SMIM18	925	68	15	1.5000	7	0.0000	false	low total support (68)
ENSG00000152795.18	HNRNPDL	3968	136460	76	7.6000	10	0.0000	false	low anchor sum (76)
ENSG00000103449.13	SALL1	5122	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000197016.12	ZNF470	6601	1002	22	2.2000	6	0.0000	false	low anchor sum (22)
ENSG00000258083.2	OR9A4	2018	19	5	0.5000	3	0.0000	false	low total support (19)
ENSG00000167633.18	KIR3DL1	1800	21	5	0.5000	3	0.0000	false	low total support (21)
ENSG00000175325.2	PROP1	1464	4	0	0.0000	0	0.0000	false	low total support (4)
ENSG00000186314.12	PRELID2	1894	1075	11	1.1000	4	0.0000	false	low anchor sum (11)
ENSG00000074964.17	ARHGEF10L	4035	21	3	0.3000	2	0.0000	false	low total support (21)
ENSG00000166313.20	APBB1	2010	398	64	6.4000	9	0.0000	false	low anchor sum (64)
ENSG00000204595.3	DPRX	885	12	12	1.2000	3	0.0000	false	low total support (12)
ENSG00000164199.18	ADGRV1	1522	21	15	1.5000	8	0.0000	false	low total support (21)
ENSG00000183423.12	LRIT3	3781	139	11	1.1000	6	0.0000	false	low anchor sum (11)
ENSG00000197702.14	PARVA	8627	6	0	0.0000	0	0.0000	false	low total support (6)
ENSG00000125788.6	DEFB126	434	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000176244.7	ACBD7	3370	202	12	1.2000	6	0.0000	false	low anchor sum (12)
ENSG00000016391.11	CHDH	631	43	33	3.3000	8	0.0000	false	low total support (43)
ENSG00000167780.12	SOAT2	2073	19	0	0.0000	0	0.0000	false	low total support (19)
ENSG00000183072.10	NKX2-5	1124	5	1	0.1000	1	0.0000	false	low total support (5)
ENSG00000074211.14	PPP2R2C	1832	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000214694.13	ARHGEF33	4300	57	3	0.3000	2	0.0000	false	low total support (57)
ENSG00000233024.7	NPIPA9	699	26	13	1.3000	5	0.0000	false	low total support (26)
ENSG00000205442.13	IZUMO3	743	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000100121.14	GGTLC2	895	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000144366.17	GULP1	2643	5	0	0.0000	0	0.0000	false	low total support (5)
ENSG00000277972.2	CISD3	2552	2819	0	0.0000	0	0.0000	false	low anchor sum (0)
ENSG00000187867.10	PALM3	2383	0	0	0.0000	0	0.0000	false	low total support (0)
